Site_ID,Sample_ID,Data_Source,Latitude_Degrees,Longitude_Degrees,Ocean_Name,Reef_ID,Realm_Name,Ecoregion_Name,Country_Name,State_Island_Province_Name,City_Town_Name,region,Site_Name,Distance_to_Shore,Exposure,Turbidity,Cyclone_Frequency,Date_Day,Date_Month,Date_Year,Depth_m,Substrate_Name,Percent_Cover,Bleaching_Level,Percent_Bleaching,ClimSST,Temperature_Kelvin,Temperature_Mean,Temperature_Minimum,Temperature_Maximum,Temperature_Kelvin_Standard_Deviation,Windspeed,SSTA,SSTA_Standard_Deviation,SSTA_Mean,SSTA_Minimum,SSTA_Maximum,SSTA_Frequency,SSTA_Frequency_Standard_Deviation,SSTA_FrequencyMax,SSTA_FrequencyMean,SSTA_DHW,SSTA_DHW_Standard_Deviation,SSTA_DHWMax,SSTA_DHWMean,TSA,TSA_Standard_Deviation,TSA_Minimum,TSA_Maximum,TSA_Mean,TSA_Frequency,TSA_Frequency_Standard_Deviation,TSA_FrequencyMax,TSA_FrequencyMean,TSA_DHW,TSA_DHW_Standard_Deviation,TSA_DHWMax,TSA_DHWMean,Date,Site_Comments,date_ch,Bleaching_Comments
8006,10311707,Reef_Check,22.3552,120.3715,Pacific,120.22.17.27E.22.21.18.68N,Central Indo-Pacific,Taiwan and coastal China,Taiwan,Pingtung County,Liuqiu Township,Liuqiu Township,nd,232.67,Exposed,0.0618,58.56,30,10,2019,10,Nutrient Indicator Algae,21.25,Population,0,297.64,299.94,299.72,294.35,304.26,2.1,13,0.16,0.88,0,-5.31,2.61,16,4.66,25,6,1.19,2.5,15.81,2.06,-2.32,2.1,-7.9,2,-2.53,1,1.23,5,1,0,0.89,5.78,0.32,2019/10/30,nd,2019/10/30,
8006,10311708,Reef_Check,22.3552,120.3715,Pacific,120.22.17.27E.22.21.18.68N,Central Indo-Pacific,Taiwan and coastal China,Taiwan,Pingtung County,Liuqiu Township,Liuqiu Township,nd,232.67,Exposed,0.0618,58.56,30,10,2019,5,Hard Coral,27.5,Population,0,297.64,299.94,299.72,294.35,304.26,2.1,13,0.16,0.88,0,-5.31,2.61,16,4.66,25,6,1.19,2.5,15.81,2.06,-2.32,2.1,-7.9,2,-2.53,1,1.23,5,1,0,0.89,5.78,0.32,2019/10/30,nd,2019/10/30,
8006,10311708,Reef_Check,22.3552,120.3715,Pacific,120.22.17.27E.22.21.18.68N,Central Indo-Pacific,Taiwan and coastal China,Taiwan,Pingtung County,Liuqiu Township,Liuqiu Township,nd,232.67,Exposed,0.0618,58.56,30,10,2019,5,Nutrient Indicator Algae,5,Population,0,297.64,299.94,299.72,294.35,304.26,2.1,13,0.16,0.88,0,-5.31,2.61,16,4.66,25,6,1.19,2.5,15.81,2.06,-2.32,2.1,-7.9,2,-2.53,1,1.23,5,1,0,0.89,5.78,0.32,2019/10/30,nd,2019/10/30,
8006,10311709,Reef_Check,22.3552,120.3715,Pacific,120.22.17.27E.22.21.18.68N,Central Indo-Pacific,Taiwan and coastal China,Taiwan,Pingtung County,Liuqiu Township,Liuqiu Township,nd,232.67,Exposed,0.0618,58.56,4,11,2015,10,Hard Coral,29.38,Population,0,297.62,300.48,299.69,294.35,304.26,2.11,7,0.94,0.88,0,-5.27,2.65,7,4.49,25,6,0,2.41,11.19,2.03,-1.77,2.11,-7.89,2,-2.55,1,1.25,5,1,0,0.9,5.82,0.32,2015/11/4,nd,2015/11/4,
8006,10311709,Reef_Check,22.3552,120.3715,Pacific,120.22.17.27E.22.21.18.68N,Central Indo-Pacific,Taiwan and coastal China,Taiwan,Pingtung County,Liuqiu Township,Liuqiu Township,nd,232.67,Exposed,0.0618,58.56,4,11,2015,10,Nutrient Indicator Algae,0,Population,0,297.62,300.48,299.69,294.35,304.26,2.11,7,0.94,0.88,0,-5.27,2.65,7,4.49,25,6,0,2.41,11.19,2.03,-1.77,2.11,-7.89,2,-2.55,1,1.25,5,1,0,0.9,5.82,0.32,2015/11/4,nd,2015/11/4,
8006,10311711,Reef_Check,22.3552,120.3715,Pacific,120.22.17.27E.22.21.18.68N,Central Indo-Pacific,Taiwan and coastal China,Taiwan,Pingtung County,Liuqiu Township,Liuqiu Township,nd,232.67,Exposed,0.0618,58.56,4,11,2015,5,Hard Coral,34.38,Population,0,297.62,300.48,299.69,294.35,304.26,2.11,7,0.94,0.88,0,-5.27,2.65,7,4.49,25,6,0,2.41,11.19,2.03,-1.77,2.11,-7.89,2,-2.55,1,1.25,5,1,0,0.9,5.82,0.32,2015/11/4,nd,2015/11/4,
8006,10311711,Reef_Check,22.3552,120.3715,Pacific,120.22.17.27E.22.21.18.68N,Central Indo-Pacific,Taiwan and coastal China,Taiwan,Pingtung County,Liuqiu Township,Liuqiu Township,nd,232.67,Exposed,0.0618,58.56,4,11,2015,5,Nutrient Indicator Algae,4.38,Population,0,297.62,300.48,299.69,294.35,304.26,2.11,7,0.94,0.88,0,-5.27,2.65,7,4.49,25,6,0,2.41,11.19,2.03,-1.77,2.11,-7.89,2,-2.55,1,1.25,5,1,0,0.9,5.82,0.32,2015/11/4,nd,2015/11/4,
8006,10311712,Reef_Check,22.3552,120.3715,Pacific,120.22.17.27E.22.21.18.68N,Central Indo-Pacific,Taiwan and coastal China,Taiwan,Pingtung County,Liuqiu Township,Liuqiu Township,nd,232.67,Exposed,0.0618,58.56,31,10,2017,10,Hard Coral,19.38,Population,0,297.88,300.54,299.69,294.35,304.26,2.11,11,0.55,0.88,0,-5.27,2.65,13,4.49,25,6,8.7,2.41,11.19,2.03,-1.71,2.11,-7.89,2,-2.55,3,1.25,5,1,1.2,0.9,5.82,0.32,2017/10/31,nd,2017/10/31,
8006,10311712,Reef_Check,22.3552,120.3715,Pacific,120.22.17.27E.22.21.18.68N,Central Indo-Pacific,Taiwan and coastal China,Taiwan,Pingtung County,Liuqiu Township,Liuqiu Township,nd,232.67,Exposed,0.0618,58.56,31,10,2017,10,Nutrient Indicator Algae,0.62,Population,0,297.88,300.54,299.69,294.35,304.26,2.11,11,0.55,0.88,0,-5.27,2.65,13,4.49,25,6,8.7,2.41,11.19,2.03,-1.71,2.11,-7.89,2,-2.55,3,1.25,5,1,1.2,0.9,5.82,0.32,2017/10/31,nd,2017/10/31,
8006,10311713,Reef_Check,22.3552,120.3715,Pacific,120.22.17.27E.22.21.18.68N,Central Indo-Pacific,Taiwan and coastal China,Taiwan,Pingtung County,Liuqiu Township,Liuqiu Township,nd,232.67,Exposed,0.0618,58.56,15,11,2017,5,Hard Coral,33.12,Population,0,297.16,299.55,299.69,294.35,304.26,2.11,12,0.53,0.88,0,-5.27,2.65,12,4.49,25,6,8.7,2.41,11.19,2.03,-2.7,2.11,-7.89,2,-2.55,3,1.25,5,1,1.2,0.9,5.82,0.32,2017/11/15,nd,2017/11/15,
8006,10311713,Reef_Check,22.3552,120.3715,Pacific,120.22.17.27E.22.21.18.68N,Central Indo-Pacific,Taiwan and coastal China,Taiwan,Pingtung County,Liuqiu Township,Liuqiu Township,nd,232.67,Exposed,0.0618,58.56,15,11,2017,5,Nutrient Indicator Algae,30,Population,0,297.16,299.55,299.69,294.35,304.26,2.11,12,0.53,0.88,0,-5.27,2.65,12,4.49,25,6,8.7,2.41,11.19,2.03,-2.7,2.11,-7.89,2,-2.55,3,1.25,5,1,1.2,0.9,5.82,0.32,2017/11/15,nd,2017/11/15,
8006,10311714,Reef_Check,22.3552,120.3715,Pacific,120.22.17.27E.22.21.18.68N,Central Indo-Pacific,Taiwan and coastal China,Taiwan,Pingtung County,Liuqiu Township,Liuqiu Township,nd,232.67,Exposed,0.0618,58.56,29,10,2014,10,Hard Coral,13.12,Population,0,297.88,300.1,299.69,294.35,304.26,2.11,9,0.29,0.88,0,-5.27,2.65,4,4.49,25,6,2.58,2.41,11.19,2.03,-2.14,2.11,-7.89,2,-2.55,1,1.25,5,1,0,0.9,5.82,0.32,2014/10/29,nd,2014/10/29,
8006,10311714,Reef_Check,22.3552,120.3715,Pacific,120.22.17.27E.22.21.18.68N,Central Indo-Pacific,Taiwan and coastal China,Taiwan,Pingtung County,Liuqiu Township,Liuqiu Township,nd,232.67,Exposed,0.0618,58.56,29,10,2014,10,Nutrient Indicator Algae,0,Population,0,297.88,300.1,299.69,294.35,304.26,2.11,9,0.29,0.88,0,-5.27,2.65,4,4.49,25,6,2.58,2.41,11.19,2.03,-2.14,2.11,-7.89,2,-2.55,1,1.25,5,1,0,0.9,5.82,0.32,2014/10/29,nd,2014/10/29,
8008,10312016,Reef_Check,22.6375,121.4911,Pacific,121.4910547E.22.6375381N,Central Indo-Pacific,Taiwan and coastal China,Taiwan,Taitung County,Lyudao Township,southeast,nd,275.8,Exposed,0.0321,53.42,13,4,2019,10,Hard Coral,28.12,Population,0,301.42,300.95,300,294.57,304.86,1.93,5,1.43,0.95,0,-4.52,3.23,3,5.83,28,7,2.51,3.21,15.15,2.71,-1.44,1.93,-7.81,2.47,-2.38,0,1.4,6,0,0,0.94,6.88,0.32,2019/4/13,nd,2019/4/13,
8008,10312016,Reef_Check,22.6375,121.4911,Pacific,121.4910547E.22.6375381N,Central Indo-Pacific,Taiwan and coastal China,Taiwan,Taitung County,Lyudao Township,southeast,nd,275.8,Exposed,0.0321,53.42,13,4,2019,10,Nutrient Indicator Algae,1.25,Population,0,301.42,300.95,300,294.57,304.86,1.93,5,1.43,0.95,0,-4.52,3.23,3,5.83,28,7,2.51,3.21,15.15,2.71,-1.44,1.93,-7.81,2.47,-2.38,0,1.4,6,0,0,0.94,6.88,0.32,2019/4/13,nd,2019/4/13,
8008,10312017,Reef_Check,22.6375,121.4911,Pacific,121.4910547E.22.6375381N,Central Indo-Pacific,Taiwan and coastal China,Taiwan,Taitung County,Lyudao Township,southeast,nd,275.8,Exposed,0.0321,53.42,13,4,2019,5,Hard Coral,20.62,Population,0,301.42,300.95,300,294.57,304.86,1.93,5,1.43,0.95,0,-4.52,3.23,3,5.83,28,7,2.51,3.21,15.15,2.71,-1.44,1.93,-7.81,2.47,-2.38,0,1.4,6,0,0,0.94,6.88,0.32,2019/4/13,nd,2019/4/13,
8008,10312017,Reef_Check,22.6375,121.4911,Pacific,121.4910547E.22.6375381N,Central Indo-Pacific,Taiwan and coastal China,Taiwan,Taitung County,Lyudao Township,southeast,nd,275.8,Exposed,0.0321,53.42,13,4,2019,5,Nutrient Indicator Algae,8.12,Population,0,301.42,300.95,300,294.57,304.86,1.93,5,1.43,0.95,0,-4.52,3.23,3,5.83,28,7,2.51,3.21,15.15,2.71,-1.44,1.93,-7.81,2.47,-2.38,0,1.4,6,0,0,0.94,6.88,0.32,2019/4/13,nd,2019/4/13,
8008,10312018,Reef_Check,22.6375,121.4911,Pacific,121.4910547E.22.6375381N,Central Indo-Pacific,Taiwan and coastal China,Taiwan,Taitung County,Lyudao Township,southeast,nd,275.8,Exposed,0.0321,53.42,23,4,2018,10,Hard Coral,26.25,Population,0,301.64,300.21,300,294.57,304.86,1.93,6,0.37,0.95,0,-4.52,3.23,12,5.83,28,7,3.8,3.21,15.15,2.71,-2.18,1.93,-7.81,2.47,-2.38,5,1.4,6,0,0,0.94,6.88,0.32,2018/4/23,nd,2018/4/23,
8008,10312018,Reef_Check,22.6375,121.4911,Pacific,121.4910547E.22.6375381N,Central Indo-Pacific,Taiwan and coastal China,Taiwan,Taitung County,Lyudao Township,southeast,nd,275.8,Exposed,0.0321,53.42,23,4,2018,10,Nutrient Indicator Algae,2.5,Population,0,301.64,300.21,300,294.57,304.86,1.93,6,0.37,0.95,0,-4.52,3.23,12,5.83,28,7,3.8,3.21,15.15,2.71,-2.18,1.93,-7.81,2.47,-2.38,5,1.4,6,0,0,0.94,6.88,0.32,2018/4/23,nd,2018/4/23,
8008,10312019,Reef_Check,22.6375,121.4911,Pacific,121.4910547E.22.6375381N,Central Indo-Pacific,Taiwan and coastal China,Taiwan,Taitung County,Lyudao Township,southeast,nd,275.8,Exposed,0.0321,53.42,23,4,2018,5,Hard Coral,21.88,Population,0,301.64,300.21,300,294.57,304.86,1.93,6,0.37,0.95,0,-4.52,3.23,12,5.83,28,7,3.8,3.21,15.15,2.71,-2.18,1.93,-7.81,2.47,-2.38,5,1.4,6,0,0,0.94,6.88,0.32,2018/4/23,nd,2018/4/23,
8008,10312019,Reef_Check,22.6375,121.4911,Pacific,121.4910547E.22.6375381N,Central Indo-Pacific,Taiwan and coastal China,Taiwan,Taitung County,Lyudao Township,southeast,nd,275.8,Exposed,0.0321,53.42,23,4,2018,5,Nutrient Indicator Algae,6.25,Population,0,301.64,300.21,300,294.57,304.86,1.93,6,0.37,0.95,0,-4.52,3.23,12,5.83,28,7,3.8,3.21,15.15,2.71,-2.18,1.93,-7.81,2.47,-2.38,5,1.4,6,0,0,0.94,6.88,0.32,2018/4/23,nd,2018/4/23,
8010,10311991,Reef_Check,22.6547,121.4698,Pacific,121.4698012E.22.6547308N,Central Indo-Pacific,Taiwan and coastal China,Taiwan,Taitung County,Lyudao Township,southeast,nd,480.39,Exposed,0.0321,53.42,13,4,2019,10,Hard Coral,10,Population,0,301.52,301.67,300.06,294.82,305.85,1.94,5,2.02,0.95,0,-4.47,3.78,4,5.72,30,7,3.96,3.27,17.65,2.52,-0.72,1.94,-7.56,3.46,-2.32,0,1.65,8,1,0,1.2,10.56,0.37,2019/4/13,nd,2019/4/13,
8010,10311991,Reef_Check,22.6547,121.4698,Pacific,121.4698012E.22.6547308N,Central Indo-Pacific,Taiwan and coastal China,Taiwan,Taitung County,Lyudao Township,southeast,nd,480.39,Exposed,0.0321,53.42,13,4,2019,10,Nutrient Indicator Algae,0,Population,0,301.52,301.67,300.06,294.82,305.85,1.94,5,2.02,0.95,0,-4.47,3.78,4,5.72,30,7,3.96,3.27,17.65,2.52,-0.72,1.94,-7.56,3.46,-2.32,0,1.65,8,1,0,1.2,10.56,0.37,2019/4/13,nd,2019/4/13,
8010,10311992,Reef_Check,22.6547,121.4698,Pacific,121.4698012E.22.6547308N,Central Indo-Pacific,Taiwan and coastal China,Taiwan,Taitung County,Lyudao Township,southeast,nd,480.39,Exposed,0.0321,53.42,13,4,2019,5,Hard Coral,22.5,Population,0,301.52,301.67,300.06,294.82,305.85,1.94,5,2.02,0.95,0,-4.47,3.78,4,5.72,30,7,3.96,3.27,17.65,2.52,-0.72,1.94,-7.56,3.46,-2.32,0,1.65,8,1,0,1.2,10.56,0.37,2019/4/13,nd,2019/4/13,
8010,10311992,Reef_Check,22.6547,121.4698,Pacific,121.4698012E.22.6547308N,Central Indo-Pacific,Taiwan and coastal China,Taiwan,Taitung County,Lyudao Township,southeast,nd,480.39,Exposed,0.0321,53.42,13,4,2019,5,Nutrient Indicator Algae,0,Population,0,301.52,301.67,300.06,294.82,305.85,1.94,5,2.02,0.95,0,-4.47,3.78,4,5.72,30,7,3.96,3.27,17.65,2.52,-0.72,1.94,-7.56,3.46,-2.32,0,1.65,8,1,0,1.2,10.56,0.37,2019/4/13,nd,2019/4/13,
8010,10311993,Reef_Check,22.6547,121.4698,Pacific,121.4698012E.22.6547308N,Central Indo-Pacific,Taiwan and coastal China,Taiwan,Taitung County,Lyudao Township,southeast,nd,480.39,Exposed,0.0321,53.42,6,6,2016,5,Hard Coral,18.12,Population,0,302.43,301.76,300.05,294.82,305.85,1.93,3,0.16,0.95,0,-4.43,3.75,11,5.9,30,7,5.65,3.22,15.58,2.54,-0.68,1.93,-7.61,3.4,-2.38,0,1.53,8,0,0,1.1,10.22,0.31,2016/6/6,nd,2016/6/6,
8010,10311993,Reef_Check,22.6547,121.4698,Pacific,121.4698012E.22.6547308N,Central Indo-Pacific,Taiwan and coastal China,Taiwan,Taitung County,Lyudao Township,southeast,nd,480.39,Exposed,0.0321,53.42,6,6,2016,5,Nutrient Indicator Algae,0,Population,0,302.43,301.76,300.05,294.82,305.85,1.93,3,0.16,0.95,0,-4.43,3.75,11,5.9,30,7,5.65,3.22,15.58,2.54,-0.68,1.93,-7.61,3.4,-2.38,0,1.53,8,0,0,1.1,10.22,0.31,2016/6/6,nd,2016/6/6,
8010,10311994,Reef_Check,22.6547,121.4698,Pacific,121.4698012E.22.6547308N,Central Indo-Pacific,Taiwan and coastal China,Taiwan,Taitung County,Lyudao Township,southeast,nd,480.39,Exposed,0.0321,53.42,6,6,2016,10,Hard Coral,6.88,Population,0,302.43,301.76,300.05,294.82,305.85,1.93,3,0.16,0.95,0,-4.43,3.75,11,5.9,30,7,5.65,3.22,15.58,2.54,-0.68,1.93,-7.61,3.4,-2.38,0,1.53,8,0,0,1.1,10.22,0.31,2016/6/6,nd,2016/6/6,
8010,10311994,Reef_Check,22.6547,121.4698,Pacific,121.4698012E.22.6547308N,Central Indo-Pacific,Taiwan and coastal China,Taiwan,Taitung County,Lyudao Township,southeast,nd,480.39,Exposed,0.0321,53.42,6,6,2016,10,Nutrient Indicator Algae,0.62,Population,0,302.43,301.76,300.05,294.82,305.85,1.93,3,0.16,0.95,0,-4.43,3.75,11,5.9,30,7,5.65,3.22,15.58,2.54,-0.68,1.93,-7.61,3.4,-2.38,0,1.53,8,0,0,1.1,10.22,0.31,2016/6/6,nd,2016/6/6,
8010,10311995,Reef_Check,22.6547,121.4698,Pacific,121.4698012E.22.6547308N,Central Indo-Pacific,Taiwan and coastal China,Taiwan,Taitung County,Lyudao Township,southeast,nd,480.39,Exposed,0.0321,53.42,23,4,2018,5,Hard Coral,26.88,Population,0,301.72,300.51,300.06,294.82,305.85,1.94,6,0.53,0.95,0,-4.47,3.78,13,5.72,30,7,2.19,3.27,17.65,2.52,-1.88,1.94,-7.56,3.46,-2.32,5,1.65,8,1,0,1.2,10.56,0.37,2018/4/23,nd,2018/4/23,
8010,10311995,Reef_Check,22.6547,121.4698,Pacific,121.4698012E.22.6547308N,Central Indo-Pacific,Taiwan and coastal China,Taiwan,Taitung County,Lyudao Township,southeast,nd,480.39,Exposed,0.0321,53.42,23,4,2018,5,Nutrient Indicator Algae,1.88,Population,0,301.72,300.51,300.06,294.82,305.85,1.94,6,0.53,0.95,0,-4.47,3.78,13,5.72,30,7,2.19,3.27,17.65,2.52,-1.88,1.94,-7.56,3.46,-2.32,5,1.65,8,1,0,1.2,10.56,0.37,2018/4/23,nd,2018/4/23,
8010,10311996,Reef_Check,22.6547,121.4698,Pacific,121.4698012E.22.6547308N,Central Indo-Pacific,Taiwan and coastal China,Taiwan,Taitung County,Lyudao Township,southeast,nd,480.39,Exposed,0.0321,53.42,23,4,2018,10,Hard Coral,10.62,Population,0,301.72,300.51,300.06,294.82,305.85,1.94,6,0.53,0.95,0,-4.47,3.78,13,5.72,30,7,2.19,3.27,17.65,2.52,-1.88,1.94,-7.56,3.46,-2.32,5,1.65,8,1,0,1.2,10.56,0.37,2018/4/23,nd,2018/4/23,
8010,10311996,Reef_Check,22.6547,121.4698,Pacific,121.4698012E.22.6547308N,Central Indo-Pacific,Taiwan and coastal China,Taiwan,Taitung County,Lyudao Township,southeast,nd,480.39,Exposed,0.0321,53.42,23,4,2018,10,Nutrient Indicator Algae,1.25,Population,0,301.72,300.51,300.06,294.82,305.85,1.94,6,0.53,0.95,0,-4.47,3.78,13,5.72,30,7,2.19,3.27,17.65,2.52,-1.88,1.94,-7.56,3.46,-2.32,5,1.65,8,1,0,1.2,10.56,0.37,2018/4/23,nd,2018/4/23,
8013,10311918,Reef_Check,22.6774,121.4791,Pacific,121.28.746E.22.40.646N,Central Indo-Pacific,Taiwan and coastal China,Taiwan,Taitung County,Lyudao Township,southeast,nd,280.23,Exposed,0.0384,53.02,24,5,2008,5,Hard Coral,37.5,Population,0,301.92,301.29,299.9,293.72,304.57,1.89,4,0.18,0.95,0,-4.22,3.05,17,5.03,26,7,7.14,3.09,18.75,2.56,-0.8,1.89,-8.36,2.48,-2.18,5,1.53,7,1,0,1.11,8.63,0.38,2008/5/24,nd,2008/5/24,
8013,10311918,Reef_Check,22.6774,121.4791,Pacific,121.28.746E.22.40.646N,Central Indo-Pacific,Taiwan and coastal China,Taiwan,Taitung County,Lyudao Township,southeast,nd,280.23,Exposed,0.0384,53.02,24,5,2008,5,Nutrient Indicator Algae,4.38,Population,0,301.92,301.29,299.9,293.72,304.57,1.89,4,0.18,0.95,0,-4.22,3.05,17,5.03,26,7,7.14,3.09,18.75,2.56,-0.8,1.89,-8.36,2.48,-2.18,5,1.53,7,1,0,1.11,8.63,0.38,2008/5/24,nd,2008/5/24,
8013,10311919,Reef_Check,22.6774,121.4791,Pacific,121.28.746E.22.40.646N,Central Indo-Pacific,Taiwan and coastal China,Taiwan,Taitung County,Lyudao Township,southeast,nd,280.23,Exposed,0.0384,53.02,24,5,2008,9,Hard Coral,30.62,Population,0,301.92,301.29,299.9,293.72,304.57,1.89,4,0.18,0.95,0,-4.22,3.05,17,5.03,26,7,7.14,3.09,18.75,2.56,-0.8,1.89,-8.36,2.48,-2.18,5,1.53,7,1,0,1.11,8.63,0.38,2008/5/24,nd,2008/5/24,
8013,10311919,Reef_Check,22.6774,121.4791,Pacific,121.28.746E.22.40.646N,Central Indo-Pacific,Taiwan and coastal China,Taiwan,Taitung County,Lyudao Township,southeast,nd,280.23,Exposed,0.0384,53.02,24,5,2008,9,Nutrient Indicator Algae,33.12,Population,0,301.92,301.29,299.9,293.72,304.57,1.89,4,0.18,0.95,0,-4.22,3.05,17,5.03,26,7,7.14,3.09,18.75,2.56,-0.8,1.89,-8.36,2.48,-2.18,5,1.53,7,1,0,1.11,8.63,0.38,2008/5/24,nd,2008/5/24,
8014,10311924,Reef_Check,22.6775,121.4975,Pacific,121.29.51E.22.40.39N,Central Indo-Pacific,Taiwan and coastal China,Taiwan,Taitung County,Lyudao Township,southeast,nd,226.94,Exposed,0.0384,53.02,17,4,2017,10,Hard Coral,36.25,Population,0,301.22,299.45,299.86,293.72,304.95,1.9,4,0.01,0.94,0,-4.26,3.2,5,5.44,28,7,0,2.97,16.76,2.5,-2.72,1.9,-8.44,2.77,-2.3,2,1.22,5,0,0,0.9,7.01,0.29,2017/4/17,nd,2017/4/17,
8014,10311924,Reef_Check,22.6775,121.4975,Pacific,121.29.51E.22.40.39N,Central Indo-Pacific,Taiwan and coastal China,Taiwan,Taitung County,Lyudao Township,southeast,nd,226.94,Exposed,0.0384,53.02,17,4,2017,10,Nutrient Indicator Algae,1.25,Population,0,301.22,299.45,299.86,293.72,304.95,1.9,4,0.01,0.94,0,-4.26,3.2,5,5.44,28,7,0,2.97,16.76,2.5,-2.72,1.9,-8.44,2.77,-2.3,2,1.22,5,0,0,0.9,7.01,0.29,2017/4/17,nd,2017/4/17,
8014,10311925,Reef_Check,22.6775,121.4975,Pacific,121.29.51E.22.40.39N,Central Indo-Pacific,Taiwan and coastal China,Taiwan,Taitung County,Lyudao Township,southeast,nd,226.94,Exposed,0.0384,53.02,17,4,2017,5,Hard Coral,44.38,Population,0,301.22,299.45,299.86,293.72,304.95,1.9,4,0.01,0.94,0,-4.26,3.2,5,5.44,28,7,0,2.97,16.76,2.5,-2.72,1.9,-8.44,2.77,-2.3,2,1.22,5,0,0,0.9,7.01,0.29,2017/4/17,nd,2017/4/17,
8014,10311925,Reef_Check,22.6775,121.4975,Pacific,121.29.51E.22.40.39N,Central Indo-Pacific,Taiwan and coastal China,Taiwan,Taitung County,Lyudao Township,southeast,nd,226.94,Exposed,0.0384,53.02,17,4,2017,5,Nutrient Indicator Algae,1.88,Population,0,301.22,299.45,299.86,293.72,304.95,1.9,4,0.01,0.94,0,-4.26,3.2,5,5.44,28,7,0,2.97,16.76,2.5,-2.72,1.9,-8.44,2.77,-2.3,2,1.22,5,0,0,0.9,7.01,0.29,2017/4/17,nd,2017/4/17,
8014,10311926,Reef_Check,22.6775,121.4975,Pacific,121.29.51E.22.40.39N,Central Indo-Pacific,Taiwan and coastal China,Taiwan,Taitung County,Lyudao Township,southeast,nd,226.94,Exposed,0.0384,53.02,11,9,2010,10,Hard Coral,31.88,Population,0,300.17,302.15,299.86,293.72,304.95,1.9,4,0.66,0.94,0,-4.26,3.2,9,5.44,28,7,4.38,2.97,16.76,2.5,-0.02,1.9,-8.44,2.77,-2.3,3,1.22,5,0,3.56,0.9,7.01,0.29,2010/9/11,nd,2010/9/11,
8014,10311926,Reef_Check,22.6775,121.4975,Pacific,121.29.51E.22.40.39N,Central Indo-Pacific,Taiwan and coastal China,Taiwan,Taitung County,Lyudao Township,southeast,nd,226.94,Exposed,0.0384,53.02,11,9,2010,10,Nutrient Indicator Algae,5,Population,0,300.17,302.15,299.86,293.72,304.95,1.9,4,0.66,0.94,0,-4.26,3.2,9,5.44,28,7,4.38,2.97,16.76,2.5,-0.02,1.9,-8.44,2.77,-2.3,3,1.22,5,0,3.56,0.9,7.01,0.29,2010/9/11,nd,2010/9/11,
8014,10311927,Reef_Check,22.6775,121.4975,Pacific,121.29.51E.22.40.39N,Central Indo-Pacific,Taiwan and coastal China,Taiwan,Taitung County,Lyudao Township,southeast,nd,226.94,Exposed,0.0384,53.02,11,9,2010,5,Hard Coral,49.38,Population,0,300.17,302.15,299.86,293.72,304.95,1.9,4,0.66,0.94,0,-4.26,3.2,9,5.44,28,7,4.38,2.97,16.76,2.5,-0.02,1.9,-8.44,2.77,-2.3,3,1.22,5,0,3.56,0.9,7.01,0.29,2010/9/11,nd,2010/9/11,
8014,10311927,Reef_Check,22.6775,121.4975,Pacific,121.29.51E.22.40.39N,Central Indo-Pacific,Taiwan and coastal China,Taiwan,Taitung County,Lyudao Township,southeast,nd,226.94,Exposed,0.0384,53.02,11,9,2010,5,Nutrient Indicator Algae,3.12,Population,0,300.17,302.15,299.86,293.72,304.95,1.9,4,0.66,0.94,0,-4.26,3.2,9,5.44,28,7,4.38,2.97,16.76,2.5,-0.02,1.9,-8.44,2.77,-2.3,3,1.22,5,0,3.56,0.9,7.01,0.29,2010/9/11,nd,2010/9/11,
8016,10311905,Reef_Check,22.6778,121.4822,Pacific,121.28.56E.22.40.40N,Central Indo-Pacific,Taiwan and coastal China,Taiwan,Taitung County,Lyudao Township,southeast,nd,130.02,Exposed,0.0384,53.02,20,6,2015,5,Hard Coral,56.25,Population,0,302.07,302.33,299.9,293.72,304.57,1.89,6,0.56,0.95,0,-4.22,3.05,11,5.03,26,7,2.52,3.09,18.75,2.56,0.24,1.89,-8.36,2.48,-2.18,2,1.53,7,1,0,1.11,8.63,0.38,2015/6/20,nd,2015/6/20,
8016,10311905,Reef_Check,22.6778,121.4822,Pacific,121.28.56E.22.40.40N,Central Indo-Pacific,Taiwan and coastal China,Taiwan,Taitung County,Lyudao Township,southeast,nd,130.02,Exposed,0.0384,53.02,20,6,2015,5,Nutrient Indicator Algae,0.62,Population,0,302.07,302.33,299.9,293.72,304.57,1.89,6,0.56,0.95,0,-4.22,3.05,11,5.03,26,7,2.52,3.09,18.75,2.56,0.24,1.89,-8.36,2.48,-2.18,2,1.53,7,1,0,1.11,8.63,0.38,2015/6/20,nd,2015/6/20,
8016,10311906,Reef_Check,22.6778,121.4822,Pacific,121.28.56E.22.40.40N,Central Indo-Pacific,Taiwan and coastal China,Taiwan,Taitung County,Lyudao Township,southeast,nd,130.02,Exposed,0.0384,53.02,17,4,2017,5,Hard Coral,55,Population,0,301.32,299.66,299.9,293.72,304.57,1.89,4,0.08,0.95,0,-4.22,3.05,7,5.03,26,7,0,3.09,18.75,2.56,-2.42,1.89,-8.36,2.48,-2.18,2,1.53,7,1,0,1.11,8.63,0.38,2017/4/17,nd,2017/4/17,
